Operation,PPG,Objective,Planningyear,OLBudgetImpact,AOLBudgetImpact,CompBudgetImpact,ImpactIndicator,Baseline,TargetOL,TargetOP,MYR,YER,Standard,Output,OLBudgetPer,AOLBudgetPer,CompBudgetPer,PerformanceIndicator,TargetOLPer,TargetOPPer,MYRPer,YERPer
Ghana,Refugees in rural and semi rural areas,,2012,,,,,,,,,,,Primary education provided or supported,"357,041.07","18,434.54","375,475.61",# of children enrolled in primary education,"1,000.0","6,000.0","1,257.0","1,313.0"
Ghana,Refugees in rural and semi rural areas,,2012,,,,,,,,,,,Primary education provided or supported,"357,041.07","18,434.54","375,475.61",# of children regularly attending primary education,"3,000.0","6,000.0","1,005.0","1,211.0"
Ghana,Refugees in rural and semi rural areas,,2012,,,,,,,,,,,Safe learning environments promoted,"18,309.20","9,434.54","27,743.74",# of cases of violence or exploitation reported,8.0,8.0,1.0,12.0
Ghana,Refugees in rural and semi rural areas,,2012,,,,,,,,,,,Safe learning environments promoted,"18,309.20","9,434.54","27,743.74",# of schools with separated latrines,5.0,6.0,4.0,4.0
Ghana,Refugees in rural and semi rural areas,,2012,,,,,,,,,,,Secondary education provided or supported,"18,575.34","3,434.54","22,009.88",# of PoC enrolled in secondary education,,,,0.0
Ghana,Refugees in rural and semi rural areas,,2012,,,,,,,,,,,Vocational training provided,"15,647.86","68,434.54","84,082.40",# of persons participating in vocational training,900.0,"3,500.0",175.0,363.0
Guinea,Ivorian refugees,Population has optimal access to education,2012,"290,497.55","59,867.65","350,365.20",% of persons of concern aged 14-17 enrolled in secondary education,95.0,98.0,100.0,,,80.0,,,,,,,,,
Guinea,Ivorian refugees,Population has optimal access to education,2012,"290,497.55","59,867.65","350,365.20",% of persons of concern aged 15-59 who are literate (survey),40.0,80.0,100.0,,,80.0,,,,,,,,,
Guinea,Ivorian refugees,Population has optimal access to education,2012,"290,497.55","59,867.65","350,365.20",% of persons of concern aged 6-13 yrs enrolled in primary education,89.0,98.0,100.0,,,100.0,,,,,,,,,
Guinea,Ivorian refugees,Population has optimal access to education,2012,"290,497.55","59,867.65","350,365.20",% of teachers who are qualified,100.0,100.0,100.0,,,70.0,,,,,,,,,
Guinea,Ivorian refugees,Population has optimal access to education,2012,"290,497.55","59,867.65","350,365.20",% of youths aged 15-24 enrolled in certified training,70.0,80.0,100.0,100.0,,50.0,,,,,,,,,
Guinea,Ivorian refugees,,2012,,,,,,,,,,,Advocacy conducted,"30,548.91","2,573.53","33,122.44",# of persons of concern admitted to national education system,"1,908.0","1,908.0",,
Guinea,Ivorian refugees,,2012,,,,,,,,,,,Advocacy conducted,"30,548.91","2,573.53","33,122.44",# of persons whose certification is recognized by host state,161.0,161.0,,
Guinea,Ivorian refugees,,2012,,,,,,,,,,,Advocacy conducted,"30,548.91","2,573.53","33,122.44",% of enrolled students who study a validated curriculum,100.0,100.0,,
Guinea,Ivorian refugees,,2012,,,,,,,,,,,Educational facilities constructed,"35,206.91","14,573.53","49,780.44",# of children per classroom,60.0,40.0,,
Guinea,Ivorian refugees,,2012,,,,,,,,,,,Educational facilities constructed,"35,206.91","14,573.53","49,780.44",# of educational facilities constructed and accessible for children with disabilities,25.0,30.0,,
Guinea,Ivorian refugees,,2012,,,,,,,,,,,Primary education provided or supported,"98,651.91","17,573.53","116,225.44",# of children enrolled in primary education,"1,487.0","1,560.0","1,487.0",
Guinea,Ivorian refugees,,2012,,,,,,,,,,,Primary education provided or supported,"98,651.91","17,573.53","116,225.44",# of children enrolled in primary education in the correct grade for their age,"1,457.0","1,487.0",,
Guinea,Ivorian refugees,,2012,,,,,,,,,,,Primary education provided or supported,"98,651.91","17,573.53","116,225.44",# of children regularly attending primary education,"1,457.0","1,487.0",,
Guinea,Ivorian refugees,,2012,,,,,,,,,,,Primary education provided or supported,"98,651.91","17,573.53","116,225.44",# of scholarships (primary) provided,1.0,1.0,,
Guinea,Ivorian refugees,,2012,,,,,,,,,,,Primary education provided or supported,"98,651.91","17,573.53","116,225.44",Total scholarships (primary) provided in USD,,,,
Guinea,Ivorian refugees,,2012,,,,,,,,,,,Secondary education provided or supported,"49,580.91","12,573.53","62,154.44",# of children enrolled in secondary education at correct age for their grade,408.0,415.0,,
Guinea,Ivorian refugees,,2012,,,,,,,,,,,Secondary education provided or supported,"49,580.91","12,573.53","62,154.44",# of children regularly attending secondary education,408.0,420.0,,
Guinea,Ivorian refugees,,2012,,,,,,,,,,,Secondary education provided or supported,"49,580.91","12,573.53","62,154.44",# of PoC enrolled in secondary education,406.0,450.0,406.0,
Guinea,Ivorian refugees,,2012,,,,,,,,,,,Secondary education provided or supported,"49,580.91","12,573.53","62,154.44",# of scholarships (lower secondary) provided,"13,000.0","13,000.0",,
Guinea,Ivorian refugees,,2012,,,,,,,,,,,Secondary education provided or supported,"49,580.91","12,573.53","62,154.44",Total scholarships (lower secondary) provided in USD,,,,
Guinea,Refugees of various nationalities and asylum seekers,Population has optimal access to education,2012,"112,229.90",0.00,"112,229.90",% of youths aged 15-24 enrolled in certified training,20.0,30.0,30.0,100.0,,50.0,,,,,,,,,
Guinea,Refugees of various nationalities and asylum seekers,,2012,,,,,,,,,,,Education monitoring system established,"30,603.45",0.00,"30,603.45",Functional education monitoring system established (yes/no),,,,0.0
Guinea,Refugees of various nationalities and asylum seekers,,2012,,,,,,,,,,,Scholarships (vocational) provided,"81,626.45",0.00,"81,626.45",# of scholarships (vocational) provided,,,,20.0
India,Refugees and asylum seekers in urban areas,Population has optimal access to education,2012,"491,717.64","478,865.04","970,582.68",% of persons of concern aged 14-17 enrolled in secondary education,12.0,100.0,100.0,,29.4,80.0,,,,,,,,,
India,Refugees and asylum seekers in urban areas,Population has optimal access to education,2012,"491,717.64","478,865.04","970,582.68",% of persons of concern aged 6-13 yrs enrolled in primary education,9.0,100.0,100.0,,7.4,100.0,,,,,,,,,
India,Refugees and asylum seekers in urban areas,,2012,,,,,,,,,,,Early childhood education provided or supported,"216,360.75","62,264.84","278,625.59",# of children attending early childhood education,400.0,600.0,347.0,387.0
India,Refugees and asylum seekers in urban areas,,2012,,,,,,,,,,,Measures to increase enrolment rate implemented,"231,646.90","405,467.79","637,114.69",# of sensitization and community mobilization campaigns conducted to promote school enrollment,2.0,4.0,1.0,2.0
India,Refugees and asylum seekers in urban areas,,2012,,,,,,,,,,,Scholarships (tertiary) provided,"43,709.99","11,132.41","54,842.40",# of scholarships (tertiary) provided,39.0,39.0,18.0,39.0
Indonesia,Refugees and asylum seekers in mainly urban areas,Population has optimal access to education,2012,"315,610.31","148,463.89","464,074.20",% of persons of concern aged 14-17 enrolled in secondary education,1.0,10.0,10.0,,0.3,80.0,,,,,,,,,
Indonesia,Refugees and asylum seekers in mainly urban areas,Population has optimal access to education,2012,"315,610.31","148,463.89","464,074.20",% of persons of concern aged 6-13 yrs enrolled in primary education,28.0,50.0,50.0,,6.0,100.0,,,,,,,,,
Indonesia,Refugees and asylum seekers in mainly urban areas,Population has optimal access to education,2012,"315,610.31","148,463.89","464,074.20",% of youths aged 15-24 enrolled in certified training,5.0,10.0,20.0,,2.0,50.0,,,,,,,,,
Indonesia,Refugees and asylum seekers in mainly urban areas,,2012,,,,,,,,,,,Primary education provided or supported,"77,064.86","48,432.37","125,497.23",# of children enrolled in primary education,40.0,100.0,12.0,22.0
Indonesia,Refugees and asylum seekers in mainly urban areas,,2012,,,,,,,,,,,Primary education provided or supported,"77,064.86","48,432.37","125,497.23",# of children regularly attending primary education,40.0,100.0,12.0,20.0
Indonesia,Refugees and asylum seekers in mainly urban areas,,2012,,,,,,,,,,,Secondary education provided or supported,"74,801.97","48,432.37","123,234.34",# of children regularly attending secondary education,12.0,20.0,0.0,1.0
Indonesia,Refugees and asylum seekers in mainly urban areas,,2012,,,,,,,,,,,Secondary education provided or supported,"74,801.97","48,432.37","123,234.34",# of PoC enrolled in secondary education,12.0,20.0,0.0,2.0
Indonesia,Refugees and asylum seekers in mainly urban areas,,2012,,,,,,,,,,,Vocational training provided,"163,743.48","51,599.15","215,342.63",# of persons participating in vocational training,200.0,480.0,,88.0
Iraq,Internally displaced persons,Population has optimal access to education,2012,"1,877,770.03",0.00,"1,877,770.03",% of persons of concern aged 6-13 yrs enrolled in primary education,,,,,90.7,100.0,,,,,,,,,
Iraq,Internally displaced persons,,2012,,,,,,,,,,,Life skills and reproductive health and HIV prevention education provided,"695,530.01",0.00,"695,530.01","# of programmes teaching life skills, reproductive health and HIV prevention outside of the school curriculum",,,,200.0
Iraq,Internally displaced persons,,2012,,,,,,,,,,,Life skills and reproductive health and HIV prevention education provided,"695,530.01",0.00,"695,530.01","# of schools teaching life skills, reproductive health and HIV prevention as part of the school curriculum",,,,17.0
Iraq,Refugees and asylum seekers,Population has optimal access to education,2012,"2,418,932.57","1,455,000.00","3,873,932.57",% of persons of concern aged 14-17 enrolled in secondary education,50.0,55.0,60.0,,68.6,80.0,,,,,,,,,
Iraq,Refugees and asylum seekers,Population has optimal access to education,2012,"2,418,932.57","1,455,000.00","3,873,932.57",% of persons of concern aged 6-13 yrs enrolled in primary education,100.0,100.0,100.0,,67.8,100.0,,,,,,,,,
Iraq,Refugees and asylum seekers,,2012,,,,,,,,,,,Educational facilities constructed,"1,385,953.57",0.00,"1,385,953.57",# of children per classroom,,,,20.0
Iraq,Refugees and asylum seekers,,2012,,,,,,,,,,,Educational facilities constructed,"1,385,953.57",0.00,"1,385,953.57",# of educational facilities constructed and accessible for children with disabilities,,,,1.0
Iraq,Refugees and asylum seekers,,2012,,,,,,,,,,,Measures to increase enrolment rate implemented,"735,072.25","1,000,000.00","1,735,072.25",# of children paying school fees,33.0,100.0,"1,000.0",668.0
Iraq,Refugees and asylum seekers,,2012,,,,,,,,,,,Vocational training provided,"297,906.75","455,000.00","752,906.75",# of persons participating in vocational training,110.0,"1,000.0",99.0,375.0
Islamic Republic of Iran,Afghan refugees and asylum seekers,Population has optimal access to education,2012,"5,251,464.29","13,554.65","5,265,018.94",% of persons of concern aged 14-17 enrolled in secondary education,65.0,70.0,75.0,63.0,67.1,80.0,,,,,,,,,
Islamic Republic of Iran,Afghan refugees and asylum seekers,Population has optimal access to education,2012,"5,251,464.29","13,554.65","5,265,018.94",% of persons of concern aged 6-13 yrs enrolled in primary education,70.0,75.0,80.0,75.0,75.0,100.0,,,,,,,,,
Islamic Republic of Iran,Afghan refugees and asylum seekers,,2012,,,,,,,,,,,Adult education provided,"942,595.83",0.00,"942,595.83",# of persons regularly attending adult education,"5,400.0","5,400.0","1,960.0","1,960.0"
Islamic Republic of Iran,Afghan refugees and asylum seekers,,2012,,,,,,,,,,,Advocacy conducted,"107,493.79",0.00,"107,493.79",# of persons of concern admitted to national education system,"300,000.0","300,000.0","275,782.0","309,407.0"
Islamic Republic of Iran,Afghan refugees and asylum seekers,,2012,,,,,,,,,,,Educational facilities constructed,"1,843,834.35","13,554.65","1,857,389.00",# of educational facilities constructed and accessible for children with disabilities,4.0,6.0,1.0,4.0
Islamic Republic of Iran,Afghan refugees and asylum seekers,,2012,,,,,,,,,,,Measures to improve education quality and learning achievement implemented,"1,894,493.83",0.00,"1,894,493.83",# of children with adequate access to teaching and learning materials,"100,000.0","100,000.0","48,000.0","91,985.0"
Islamic Republic of Iran,Afghan refugees and asylum seekers,,2012,,,,,,,,,,,Safe learning environments promoted,"282,096.91",0.00,"282,096.91",# of children who travel to school safely,300.0,300.0,132.0,132.0
Islamic Republic of Iran,Afghan refugees and asylum seekers,,2012,,,,,,,,,,,Sports programme provided,"180,949.58",0.00,"180,949.58",# of persons participating in sports activities,"8,000.0","8,000.0","3,600.0","7,800.0"
Islamic Republic of Iran,Iraqi refugees,Population has optimal access to education,2012,"203,828.39","145,722.86","349,551.25",% of persons of concern aged 14-17 enrolled in secondary education,75.0,80.0,85.0,77.0,77.0,80.0,,,,,,,,,
Islamic Republic of Iran,Iraqi refugees,Population has optimal access to education,2012,"203,828.39","145,722.86","349,551.25",% of persons of concern aged 6-13 yrs enrolled in primary education,75.0,80.0,85.0,80.0,80.1,100.0,,,,,,,,,
Islamic Republic of Iran,Iraqi refugees,,2012,,,,,,,,,,,Adult education provided,"23,209.16","67,680.72","90,889.88",# of persons participating in literacy/ numeracy classes,10.0,100.0,0.0,5.0
Islamic Republic of Iran,Iraqi refugees,,2012,,,,,,,,,,,Life skills and reproductive health and HIV prevention education provided,0.00,"55,361.42","55,361.42","# of programmes teaching life skills, reproductive health and HIV prevention outside of the school curriculum",,1.0,0.0,0.0
Islamic Republic of Iran,Iraqi refugees,,2012,,,,,,,,,,,Measures to increase enrolment rate implemented,"46,418.34",0.00,"46,418.34",# of children supported with education costs,"1,500.0","1,500.0",0.0,"1,020.0"
Islamic Republic of Iran,Iraqi refugees,,2012,,,,,,,,,,,Primary education provided or supported,"86,377.28","22,680.72","109,058.00",# of children enrolled in primary education,"6,800.0","7,500.0","6,364.0","6,576.0"
Islamic Republic of Iran,Iraqi refugees,,2012,,,,,,,,,,,Safe learning environments promoted,"47,823.61",0.00,"47,823.61",# of children who travel to school safely,50.0,50.0,8.0,8.0
Israel,Refugees and asylum seekers in urban areas,Population has optimal access to education,2012,"35,086.08",0.00,"35,086.08",% of persons of concern aged 14-17 enrolled in secondary education,70.0,80.0,80.0,70.0,70.0,80.0,,,,,,,,,
Israel,Refugees and asylum seekers in urban areas,Population has optimal access to education,2012,"35,086.08",0.00,"35,086.08",% of persons of concern aged 6-13 yrs enrolled in primary education,80.0,100.0,100.0,80.0,90.0,100.0,,,,,,,,,
Israel,Refugees and asylum seekers in urban areas,,2012,,,,,,,,,,,Advocacy conducted,"35,086.08",0.00,"35,086.08",Strategy to promote admission of PoCs to national education system established (yes/no),80.0,80.0,70.0,55.0
Jordan,Refugees and asylum seekers in Jordan,Population has optimal access to education,2012,"272,389.23","10,759.62","283,148.85",% of persons of concern aged 14-17 enrolled in secondary education,80.0,80.0,80.0,,75.0,80.0,,,,,,,,,
Jordan,Refugees and asylum seekers in Jordan,Population has optimal access to education,2012,"272,389.23","10,759.62","283,148.85",% of persons of concern aged 6-13 yrs enrolled in primary education,90.0,90.0,90.0,,70.0,100.0,,,,,,,,,
Jordan,Refugees and asylum seekers in Jordan,,2012,,,,,,,,,,,Measures to improve education quality and learning achievement implemented,"212,449.56","5,379.81","217,829.37",# of children with adequate access to teaching and learning materials,250.0,280.0,80.0,90.0
Jordan,Refugees and asylum seekers in Jordan,,2012,,,,,,,,,,,Primary education provided or supported,"59,939.67","5,379.81","65,319.48",# of children enrolled in primary education,,,,"72,000.0"
Kenya,Refugees and asylum seekers in urban areas,Population has optimal access to education,2012,"190,463.68","748,516.22","938,979.90",% of persons of concern aged 14-17 enrolled in secondary education,,0.0,40.0,0.0,5.7,80.0,,,,,,,,,
Kenya,Refugees and asylum seekers in urban areas,Population has optimal access to education,2012,"190,463.68","748,516.22","938,979.90",% of persons of concern aged 6-13 yrs enrolled in primary education,45.0,60.0,75.0,65.0,90.4,100.0,,,,,,,,,
Kenya,Refugees and asylum seekers in urban areas,,2012,,,,,,,,,,,Advocacy conducted,"90,273.95","3,979.50","94,253.45",Strategy to promote admission of PoCs to national education system established (yes/no),60.0,80.0,50.0,70.0
Kenya,Refugees and asylum seekers in urban areas,,2012,,,,,,,,,,,Primary education provided or supported,"100,189.73","743,930.66","844,120.39",# of children enrolled in primary education,"8,000.0","10,000.0","5,343.0","7,683.0"
Kenya,Refugees and asylum seekers in urban areas,,2012,,,,,,,,,,,Secondary education provided or supported,0.00,606.06,606.06,# of PoC enrolled in secondary education,,500.0,0.0,250.0
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,Population has optimal access to education,2012,"3,645,995.61","976,332.60","4,622,328.21",% of persons of concern aged 14-17 enrolled in secondary education,19.0,24.0,28.0,1.7,4.2,80.0,,,,,,,,,
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,Population has optimal access to education,2012,"3,645,995.61","976,332.60","4,622,328.21",% of persons of concern aged 6-13 yrs enrolled in primary education,36.0,40.0,60.0,34.8,62.4,100.0,,,,,,,,,
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,Population has optimal access to education,2012,"3,645,995.61","976,332.60","4,622,328.21",% of teachers who are female,14.0,18.0,25.0,3.4,17.8,50.0,,,,,,,,,
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,Population has optimal access to education,2012,"3,645,995.61","976,332.60","4,622,328.21",% of teachers who are qualified,34.0,70.0,80.0,63.7,65.8,70.0,,,,,,,,,
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2012,,,,,,,,,,,Community involvement promoted,"140,789.18",0.00,"140,789.18",# of active educational committees established,18.0,18.0,14.0,19.0
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2012,,,,,,,,,,,Educational facilities constructed,"977,681.17","552,664.98","1,530,346.15",# of children per classroom,70.0,50.0,114.0,85.0
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2012,,,,,,,,,,,Inclusive education implemented,"166,732.81",0.00,"166,732.81",# of persons with specific needs receiving formal or non-formal education,400.0,400.0,393.0,429.0
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2012,,,,,,,,,,,Involvement of key stakeholders promoted,"139,563.69",0.00,"139,563.69",Relationship with the Ministry of Education established (yes/no),100.0,100.0,30.0,50.0
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2012,,,,,,,,,,,Measures to improve education quality and learning achievement implemented,"1,420,611.92","13,579.11","1,434,191.03",# of children achieving competency level for their grade,510.0,850.0,869.0,848.0
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2012,,,,,,,,,,,Measures to improve education quality and learning achievement implemented,"1,420,611.92","13,579.11","1,434,191.03",# of children per teacher,70.0,50.0,69.0,70.0
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2012,,,,,,,,,,,Measures to improve education quality and learning achievement implemented,"1,420,611.92","13,579.11","1,434,191.03",# of children with adequate access to teaching and learning materials,"15,534.0","18,000.0","6,576.0","6,960.0"
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2012,,,,,,,,,,,Measures to promote girls' education promoted,"446,213.40","410,088.51","856,301.91",# of female teachers,45.0,53.0,23.0,63.0
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2012,,,,,,,,,,,Primary education provided or supported,"354,403.44",0.00,"354,403.44",# of children enrolled in primary education,"25,000.0","25,000.0","5,343.0","17,278.0"
Kyrgyzstan,Refugees and asylum seekers,Population has optimal access to education,2012,"66,055.03","35,242.11","101,297.14",% of persons of concern aged 14-17 enrolled in secondary education,46.0,55.0,70.0,,71.7,80.0,,,,,,,,,
Kyrgyzstan,Refugees and asylum seekers,Population has optimal access to education,2012,"66,055.03","35,242.11","101,297.14",% of persons of concern aged 6-13 yrs enrolled in primary education,45.0,55.0,70.0,219.8,74.8,100.0,,,,,,,,,
Kyrgyzstan,Refugees and asylum seekers,,2012,,,,,,,,,,,Measures to increase enrolment rate implemented,"66,055.03","35,242.11","101,297.14",# of children supported with education costs,135.0,450.0,0.0,121.0
Kyrgyzstan,Refugees and asylum seekers,,2012,,,,,,,,,,,Measures to increase enrolment rate implemented,"66,055.03","35,242.11","101,297.14",# of sensitization and community mobilization campaigns conducted to promote school enrollment,4.0,6.0,2.0,2.0
Lebanon,Refugees and asylum seekers in Lebanon,Population has optimal access to education,2012,"960,510.78","41,470.32","1,001,981.10",% of children aged 3-5 yrs enrolled in early childhood education,30.0,50.0,50.0,48.0,45.0,80.0,,,,,,,,,
Lebanon,Refugees and asylum seekers in Lebanon,Population has optimal access to education,2012,"960,510.78","41,470.32","1,001,981.10",% of persons of concern aged 14-17 enrolled in secondary education,55.0,55.0,60.0,59.0,43.0,80.0,,,,,,,,,
Lebanon,Refugees and asylum seekers in Lebanon,Population has optimal access to education,2012,"960,510.78","41,470.32","1,001,981.10",% of persons of concern aged 6-13 yrs enrolled in primary education,92.0,92.0,95.0,91.0,72.0,100.0,,,,,,,,,
Lebanon,Refugees and asylum seekers in Lebanon,Population has optimal access to education,2012,"960,510.78","41,470.32","1,001,981.10",% of youths aged 15-24 enrolled in certified training,6.9,20.0,30.0,35.0,6.6,50.0,,,,,,,,,
Lebanon,Refugees and asylum seekers in Lebanon,,2012,,,,,,,,,,,Early childhood education provided or supported,"196,186.86","10,367.58","206,554.44",# of children attending early childhood education,405.0,500.0,380.0,252.0
Lebanon,Refugees and asylum seekers in Lebanon,,2012,,,,,,,,,,,Primary education provided or supported,"469,983.53","10,367.58","480,351.11",# of children regularly attending primary education,"1,230.0","1,230.0","1,014.0",813.0
Lebanon,Refugees and asylum seekers in Lebanon,,2012,,,,,,,,,,,Primary education provided or supported,"469,983.53","10,367.58","480,351.11",# of scholarships (primary) provided,"1,190.0","1,190.0","1,014.0",813.0
Lebanon,Refugees and asylum seekers in Lebanon,,2012,,,,,,,,,,,Secondary education provided or supported,"193,553.53","10,367.58","203,921.11",# of children regularly attending secondary education,420.0,474.0,294.0,173.0
Lebanon,Refugees and asylum seekers in Lebanon,,2012,,,,,,,,,,,Secondary education provided or supported,"193,553.53","10,367.58","203,921.11",# of scholarships (higher secondary academic) provided,82.0,82.0,75.0,42.0
Lebanon,Refugees and asylum seekers in Lebanon,,2012,,,,,,,,,,,Secondary education provided or supported,"193,553.53","10,367.58","203,921.11",# of scholarships (lower secondary) provided,350.0,392.0,219.0,131.0
Lebanon,Refugees and asylum seekers in Lebanon,,2012,,,,,,,,,,,Vocational training provided,"100,786.86","10,367.58","111,154.44",# of persons participating in vocational training,388.0,478.0,388.0,205.0
Liberia,Refugees and Asylum seekers in Liberia,Population has optimal access to education,2012,"1,125,958.08","2,570,813.66","3,696,771.74",% of persons of concern aged 6-13 yrs enrolled in primary education,,100.0,100.0,,71.1,100.0,,,,,,,,,
Liberia,Refugees and Asylum seekers in Liberia,Population has optimal access to education,2012,"1,125,958.08","2,570,813.66","3,696,771.74",% of teachers who are female,,,,,33.3,50.0,,,,,,,,,
Liberia,Refugees and Asylum seekers in Liberia,,2012,,,,,,,,,,,Early childhood education provided or supported,"239,978.04","173,327.11","413,305.15",# of children attending early childhood education,"1,500.0","2,500.0",717.0,"1,500.0"
Liberia,Refugees and Asylum seekers in Liberia,,2012,,,,,,,,,,,Educational facilities constructed,"56,053.20","803,327.11","859,380.31",# of children per classroom,60.0,40.0,230.0,60.0
Liberia,Refugees and Asylum seekers in Liberia,,2012,,,,,,,,,,,Primary education provided or supported,"616,267.24","1,104,178.11","1,720,445.35",# of children enrolled in primary education,"14,000.0","14,000.0","3,700.0","7,500.0"
Liberia,Refugees and Asylum seekers in Liberia,,2012,,,,,,,,,,,Scholarships (tertiary) provided,"57,053.20","23,327.11","80,380.31",# of scholarships (tertiary) provided,10.0,20.0,0.0,25.0
Liberia,Refugees and Asylum seekers in Liberia,,2012,,,,,,,,,,,Secondary education provided or supported,"65,553.20","273,327.11","338,880.31",# of PoC enrolled in secondary education,,"4,000.0",22.0,"1,000.0"
Liberia,Refugees and Asylum seekers in Liberia,,2012,,,,,,,,,,,Vocational training provided,"91,053.20","193,327.11","284,380.31",# of persons participating in vocational training,"1,700.0","2,500.0","1,141.0","1,500.0"
Libya,Refugees and asylum seekers in urban areas,Population has optimal access to education,2012,"318,680.53","133,335.20","452,015.73",% of persons of concern aged 14-17 enrolled in secondary education,,60.0,60.0,40.0,100.0,80.0,,,,,,,,,
Libya,Refugees and asylum seekers in urban areas,Population has optimal access to education,2012,"318,680.53","133,335.20","452,015.73",% of persons of concern aged 6-13 yrs enrolled in primary education,,60.0,60.0,40.0,100.0,100.0,,,,,,,,,
Libya,Refugees and asylum seekers in urban areas,,2012,,,,,,,,,,,Measures to increase enrolment rate implemented,"68,137.68","66,667.60","134,805.28",# of children supported with education costs,10.0,10.0,5.0,
Libya,Refugees and asylum seekers in urban areas,,2012,,,,,,,,,,,Primary education provided or supported,"250,542.85","66,667.60","317,210.45",# of children regularly attending primary education,510.0,510.0,510.0,510.0
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,Population has optimal access to education,2012,"442,747.71","124,123.56","566,871.27",% of persons of concern aged 14-17 enrolled in secondary education,50.0,60.0,70.0,,43.0,80.0,,,,,,,,,
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,Population has optimal access to education,2012,"442,747.71","124,123.56","566,871.27",% of persons of concern aged 6-13 yrs enrolled in primary education,70.0,85.0,90.0,,83.0,100.0,,,,,,,,,
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,Population has optimal access to education,2012,"442,747.71","124,123.56","566,871.27",% of teachers who are female,20.0,40.0,50.0,,17.5,50.0,,,,,,,,,
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,Population has optimal access to education,2012,"442,747.71","124,123.56","566,871.27",% of teachers who are qualified,40.0,50.0,50.0,,52.5,70.0,,,,,,,,,
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,Population has optimal access to education,2012,"442,747.71","124,123.56","566,871.27",% of youths aged 15-24 enrolled in certified training,15.0,20.0,25.0,,26.1,50.0,,,,,,,,,
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,,2012,,,,,,,,,,,Early childhood education provided or supported,"16,809.37","7,327.30","24,136.67",# of children attending early childhood education,300.0,400.0,197.0,
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,,2012,,,,,,,,,,,Primary education provided or supported,"237,935.74",0.00,"237,935.74",# of children enrolled in primary education,"3,000.0","3,000.0","3,524.0",
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,,2012,,,,,,,,,,,Primary education provided or supported,"237,935.74",0.00,"237,935.74",# of children regularly attending primary education,"3,000.0","3,000.0","3,524.0",
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,,2012,,,,,,,,,,,Scholarships (tertiary) provided,"28,094.10",0.00,"28,094.10",# of scholarships (tertiary) provided,90.0,90.0,,
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,,2012,,,,,,,,,,,Secondary education provided or supported,"136,060.87","116,796.26","252,857.13",# of children regularly attending secondary education,375.0,375.0,,
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,,2012,,,,,,,,,,,Secondary education provided or supported,"136,060.87","116,796.26","252,857.13",# of PoC enrolled in secondary education,375.0,375.0,,
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,,2012,,,,,,,,,,,Secondary education provided or supported,"136,060.87","116,796.26","252,857.13",# of scholarships (lower secondary) provided,5.0,8.0,,
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,,2012,,,,,,,,,,,Vocational training provided,"23,847.63",0.00,"23,847.63",# of persons participating in vocational training,800.0,800.0,,
Malaysia,Refugees and asylum seekers in urban areas,Population has optimal access to education,2012,"1,468,128.56","2,227,986.56","3,696,115.12",% of persons of concern aged 14-17 enrolled in secondary education,0.0,5.0,10.0,5.7,7.3,80.0,,,,,,,,,
Malaysia,Refugees and asylum seekers in urban areas,Population has optimal access to education,2012,"1,468,128.56","2,227,986.56","3,696,115.12",% of persons of concern aged 6-13 yrs enrolled in primary education,42.0,80.0,85.0,39.0,39.0,100.0,,,,,,,,,
Malaysia,Refugees and asylum seekers in urban areas,Population has optimal access to education,2012,"1,468,128.56","2,227,986.56","3,696,115.12",% of teachers who are qualified,54.0,70.0,80.0,64.3,46.0,70.0,,,,,,,,,
Malaysia,Refugees and asylum seekers in urban areas,,2012,,,,,,,,,,,Measures to improve education quality and learning achievement implemented,"678,704.27","84,988.24","763,692.51",# of teachers who have received training,150.0,285.0,90.0,108.0
