Operation,PPG,Objective,Planningyear,OLBudgetImpact,AOLBudgetImpact,CompBudgetImpact,ImpactIndicator,Baseline,TargetOL,TargetOP,MYR,YER,Standard,Output,OLBudgetPer,AOLBudgetPer,CompBudgetPer,PerformanceIndicator,TargetOLPer,TargetOPPer,MYRPer,YERPer
Indonesia,Refugees and asylum seekers in mainly urban areas,,2015,,,,,,,,,,,Secondary education provided or supported,"40,620.39","4,896.43","45,516.82",% of female secondary education teachers,50.0,50.0,,
Iraq,Internally displaced persons,Population has optimal access to education,2015,"341,343.75","700,000.00","1,041,343.75",% of primary school-aged children enrolled in primary education,12.0,14.0,20.0,,,100.0,,,,,,,,,
Iraq,Internally displaced persons,,2015,,,,,,,,,,,Primary education provided or supported,"341,343.75","700,000.00","1,041,343.75",# of children enrolled in primary education,300.0,900.0,,
Iraq,Refugees and asylum seekers,Population has optimal access to education,2015,"744,125.34","665,000.00","1,409,125.34",% of primary school-aged children enrolled in primary education,65.0,70.0,75.0,,,100.0,,,,,,,,,
Iraq,Refugees and asylum seekers,,2015,,,,,,,,,,,Primary education provided or supported,"744,125.34","665,000.00","1,409,125.34",# of children enrolled in primary education,"2,000.0","3,000.0",,
Islamic Republic of Iran,Afghan refugees and asylum seekers,Population has optimal access to education,2015,"2,273,511.96","13,904,109.35","16,177,621.31",% of primary school-aged children enrolled in primary education,60.0,80.0,80.0,,,100.0,,,,,,,,,
Islamic Republic of Iran,Afghan refugees and asylum seekers,Population has optimal access to education,2015,"2,273,511.96","13,904,109.35","16,177,621.31",% of secondary school-aged young people enrolled in secondary education,50.0,75.0,75.0,,,80.0,,,,,,,,,
Islamic Republic of Iran,Afghan refugees and asylum seekers,Population has optimal access to education,2015,"2,273,511.96","13,904,109.35","16,177,621.31",Extent persons of concern have access to national education systems,70.0,80.0,80.0,,,80.0,,,,,,,,,
Islamic Republic of Iran,Afghan refugees and asylum seekers,,2015,,,,,,,,,,,Access to tertiary education provided or supported,0.00,"525,797.82","525,797.82",# of PoC enrolled in UNHCR supported tertiary education programmes,,400.0,,
Islamic Republic of Iran,Afghan refugees and asylum seekers,,2015,,,,,,,,,,,Education monitoring system established,"86,087.03",0.00,"86,087.03",# of partners recording education achievement statistics,1.0,1.0,,
Islamic Republic of Iran,Afghan refugees and asylum seekers,,2015,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","612,043.52","7,661,898.90","8,273,942.42",# of educational facilities constructed or improved,2.0,8.0,,
Islamic Republic of Iran,Afghan refugees and asylum seekers,,2015,,,,,,,,,,,Lifelong learning opportunities provided or supported,"634,768.52","746,619.21","1,381,387.73",# of education programmes with life skills initiatives,400.0,500.0,,
Islamic Republic of Iran,Afghan refugees and asylum seekers,,2015,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,0.00,"220,216.82","220,216.82",% of schools that provide students with daily access to supplementary reading material,,65.0,,
Islamic Republic of Iran,Afghan refugees and asylum seekers,,2015,,,,,,,,,,,Measures to promote girls' education promoted,"69,490.03",0.00,"69,490.03",# of measures in place to facilitate women and girls' access to education,270.0,270.0,,
Islamic Republic of Iran,Afghan refugees and asylum seekers,,2015,,,,,,,,,,,Sectoral cash grants or vouchers provided,"650,653.52","593,872.11","1,244,525.63",# of households receiving conditional cash grants or vouchers for education,"8,000.0","9,540.0",,
Islamic Republic of Iran,Afghan refugees and asylum seekers,,2015,,,,,,,,,,,Sports/recreation programme provided or supported,0.00,"185,732.82","185,732.82",# of PoC participating in UNHCR supported school-based sports/recreation activities,,"15,240.0",,
Islamic Republic of Iran,Afghan refugees and asylum seekers,,2015,,,,,,,,,,,Use of technology in education service provision expanded,"220,469.34","3,969,971.67","4,190,441.01",# of schools that have received support for technology maintenance,100.0,150.0,,
Islamic Republic of Iran,Iraqi refugees,Population has optimal access to education,2015,"114,123.45","41,031.01","155,154.46",Extent persons of concern have access to national education systems,75.0,,80.0,,,80.0,,,,,,,,,
Islamic Republic of Iran,Iraqi refugees,,2015,,,,,,,,,,,Measures to promote girls' education promoted,"32,249.38",0.00,"32,249.38",# of measures in place to facilitate women and girls' access to education,50.0,50.0,,
Islamic Republic of Iran,Iraqi refugees,,2015,,,,,,,,,,,Sectoral cash grants or vouchers provided,"40,624.69","41,031.01","81,655.70",# of households receiving conditional cash grants or vouchers for education,250.0,900.0,,
Islamic Republic of Iran,Iraqi refugees,,2015,,,,,,,,,,,Use of technology in education service provision expanded,"41,249.38",0.00,"41,249.38",# of schools that have received support for technology maintenance,5.0,5.0,,
Israel,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"9,190.48",0.00,"9,190.48",Extent persons of concern have access to national education systems,90.0,95.0,95.0,,,80.0,,,,,,,,,
Israel,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Lifelong learning opportunities provided or supported,"9,190.48",0.00,"9,190.48",# of PoC enrolled in language classes,200.0,200.0,,
Jordan,Refugees and asylum seekers in Jordan,Population has optimal access to education,2015,"144,268.18","70,000.00","214,268.18",% of primary school-aged children enrolled in primary education,70.0,75.0,85.0,,,100.0,,,,,,,,,
Jordan,Refugees and asylum seekers in Jordan,Population has optimal access to education,2015,"144,268.18","70,000.00","214,268.18",% of secondary school-aged young people enrolled in secondary education,60.0,65.0,80.0,,,80.0,,,,,,,,,
Jordan,Refugees and asylum seekers in Jordan,,2015,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"74,756.06","10,000.00","84,756.06",# of grade 3 students who can read at grade 3 level,250.0,280.0,,
Jordan,Refugees and asylum seekers in Jordan,,2015,,,,,,,,,,,Primary education provided or supported,"54,756.06","60,000.00","114,756.06",# of children enrolled in primary education,"30,000.0","38,000.0",,
Jordan,Refugees and asylum seekers in Jordan,,2015,,,,,,,,,,,Secondary education provided or supported,"14,756.06",0.00,"14,756.06",# of students enrolled in lower secondary education,"7,000.0","7,400.0",,
Kenya,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"216,672.61","303,916.37","520,588.98",% of children aged 3-5 yrs enrolled in early childhood education,1.4,7.0,20.0,,,80.0,,,,,,,,,
Kenya,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"216,672.61","303,916.37","520,588.98",% of primary school-aged children enrolled in primary education,90.0,90.0,100.0,,,100.0,,,,,,,,,
Kenya,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"216,672.61","303,916.37","520,588.98",% of secondary school-aged young people enrolled in secondary education,0.8,5.0,10.0,,,80.0,,,,,,,,,
Kenya,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"216,672.61","303,916.37","520,588.98",Extent persons of concern have access to national education systems,80.0,90.0,100.0,,,80.0,,,,,,,,,
Kenya,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Advocacy conducted,"6,925.52","34,219.81","41,145.33",Strategy to promote admission of PoC to national education system established (yes/no),90.0,100.0,,
Kenya,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Capacity development supported,"8,085.48","38,279.67","46,365.15",# of government staff trained,200.0,250.0,,
Kenya,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Capacity development supported,"8,085.48","38,279.67","46,365.15",# of school management members trained,200.0,600.0,,
Kenya,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Capacity development supported,"8,085.48","38,279.67","46,365.15",# of teachers who received supplementary training,300.0,400.0,,
Kenya,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Early childhood education provided or supported,"57,963.69","41,179.56","99,143.25",# of children aged 3-5 enrolled in early childhood education,80.0,100.0,,
Kenya,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Lifelong learning opportunities provided or supported,"4,605.61","34,219.81","38,825.42",# of PoC enrolled in literacy classes,"4,000.0","5,000.0",,
Kenya,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Primary education provided or supported,"46,364.10","64,378.73","110,742.83",# of children enrolled in primary education,"8,100.0","9,000.0",,
Kenya,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Safe learning environments promoted,"16,205.19","43,499.48","59,704.67",# of children with specific needs enrolled in school,15.0,20.0,,
Kenya,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Secondary education provided or supported,"76,523.02","48,139.31","124,662.33",# of students enrolled in lower secondary education,80.0,100.0,,
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,Population has optimal access to education,2015,"1,737,289.50","4,690,960.60","6,428,250.10",% of children aged 3-5 yrs enrolled in early childhood education,22.3,28.0,38.0,,,80.0,,,,,,,,,
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,Population has optimal access to education,2015,"1,737,289.50","4,690,960.60","6,428,250.10",% of primary school-aged children enrolled in primary education,44.9,46.5,50.0,,,100.0,,,,,,,,,
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,Population has optimal access to education,2015,"1,737,289.50","4,690,960.60","6,428,250.10",% of secondary school-aged young people enrolled in secondary education,19.0,22.0,25.0,,,80.0,,,,,,,,,
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,Population has optimal access to education,2015,"1,737,289.50","4,690,960.60","6,428,250.10",% of teachers with professional teaching qualifications,87.0,95.0,100.0,,,70.0,,,,,,,,,
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2015,,,,,,,,,,,Early childhood education provided or supported,"38,521.30","32,076.92","70,598.22",# of children aged 3-5 enrolled in early childhood education,"3,402.0","4,617.0",,
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2015,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","46,235.30","2,714,765.92","2,761,001.22",# of children per classroom (primary school),70.0,60.0,,
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2015,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","46,235.30","2,714,765.92","2,761,001.22",# of children per desk (primary school),3.0,3.0,,
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2015,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","46,235.30","2,714,765.92","2,761,001.22",# of children per latrine (primary school),55.0,45.0,,
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2015,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","46,235.30","2,714,765.92","2,761,001.22",# of educational facilities constructed or improved,10.0,103.0,,
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2015,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"1,262,417.30","311,856.92","1,574,274.22",# of children per teacher,70.0,60.0,,
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2015,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"1,262,417.30","311,856.92","1,574,274.22",# of teachers enrolled in on-going in-service training leading to teacher certification,60.0,60.0,,
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2015,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"1,262,417.30","311,856.92","1,574,274.22",# of teachers with professional teaching qualifications,408.0,429.0,,
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2015,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"1,262,417.30","311,856.92","1,574,274.22",% of female primary education teachers,16.7,19.0,,
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2015,,,,,,,,,,,Primary education provided or supported,"262,683.30","1,329,913.92","1,592,597.22",# of children enrolled in primary education,"28,000.0","30,000.0",,
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2015,,,,,,,,,,,Primary education provided or supported,"262,683.30","1,329,913.92","1,592,597.22",# of children enrolled in primary education in the correct grade for their age,"12,880.0","15,000.0",,
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2015,,,,,,,,,,,Secondary education provided or supported,"127,432.30","302,346.92","429,779.22",# of students enrolled in lower secondary education,"1,200.0","1,320.0",,
Kenya,Refugees and asylum seekers of various nationalities in Kakuma camp,,2015,,,,,,,,,,,Secondary education provided or supported,"127,432.30","302,346.92","429,779.22",# of students enrolled in upper secondary education,800.0,880.0,,
Kyrgyzstan,Refugees and asylum seekers,Population has optimal access to education,2015,"52,444.42","50,502.78","102,947.20",% of primary school-aged children enrolled in primary education,80.0,80.0,90.0,,,100.0,,,,,,,,,
Kyrgyzstan,Refugees and asylum seekers,Population has optimal access to education,2015,"52,444.42","50,502.78","102,947.20",% of secondary school-aged young people enrolled in secondary education,75.0,75.0,80.0,,,80.0,,,,,,,,,
Kyrgyzstan,Refugees and asylum seekers,,2015,,,,,,,,,,,Primary education provided or supported,"27,722.21","28,751.39","56,473.60",# of children enrolled in primary education,80.0,95.0,,
Kyrgyzstan,Refugees and asylum seekers,,2015,,,,,,,,,,,Secondary education provided or supported,"24,722.21","21,751.39","46,473.60",# of students enrolled in lower secondary education,40.0,52.0,,
Kyrgyzstan,Refugees and asylum seekers,,2015,,,,,,,,,,,Secondary education provided or supported,"24,722.21","21,751.39","46,473.60",# of students enrolled in upper secondary education,30.0,42.0,,
Lebanon,Refugees and asylum seekers in Lebanon,Population has optimal access to education,2015,"349,172.96","276,861.84","626,034.80",% of children aged 3-5 yrs enrolled in early childhood education,45.0,33.0,33.0,,,80.0,,,,,,,,,
Lebanon,Refugees and asylum seekers in Lebanon,Population has optimal access to education,2015,"349,172.96","276,861.84","626,034.80",% of primary school-aged children enrolled in primary education,72.0,85.0,100.0,,,100.0,,,,,,,,,
Lebanon,Refugees and asylum seekers in Lebanon,Population has optimal access to education,2015,"349,172.96","276,861.84","626,034.80",% of secondary school-aged young people enrolled in secondary education,43.0,50.0,75.0,,,80.0,,,,,,,,,
Lebanon,Refugees and asylum seekers in Lebanon,,2015,,,,,,,,,,,Early childhood education provided or supported,"10,911.74","19,215.46","30,127.20",# of children aged 3-5 enrolled in early childhood education,184.0,184.0,,
Lebanon,Refugees and asylum seekers in Lebanon,,2015,,,,,,,,,,,Lifelong learning opportunities provided or supported,"10,911.74","19,215.46","30,127.20",# of students attending language of instruction classes,108.0,581.0,,
Lebanon,Refugees and asylum seekers in Lebanon,,2015,,,,,,,,,,,Primary education provided or supported,"316,437.74","219,215.46","535,653.20",# of children enrolled in primary education,904.0,"1,130.0",,
Lebanon,Refugees and asylum seekers in Lebanon,,2015,,,,,,,,,,,Secondary education provided or supported,"10,911.74","19,215.46","30,127.20",# of students enrolled in lower secondary education,588.0,400.0,,
Lebanon,Refugees and asylum seekers in Lebanon,,2015,,,,,,,,,,,Secondary education provided or supported,"10,911.74","19,215.46","30,127.20",# of students enrolled in upper secondary education,221.0,138.0,,
Liberia,Refugees and Asylum seekers in Liberia,Population has optimal access to education,2015,"1,249,076.92","1,250,883.84","2,499,960.76",% of children aged 3-5 yrs enrolled in early childhood education,40.0,70.0,100.0,,,80.0,,,,,,,,,
Liberia,Refugees and Asylum seekers in Liberia,Population has optimal access to education,2015,"1,249,076.92","1,250,883.84","2,499,960.76",% of primary school-aged children enrolled in primary education,30.0,50.0,100.0,,,100.0,,,,,,,,,
Liberia,Refugees and Asylum seekers in Liberia,Population has optimal access to education,2015,"1,249,076.92","1,250,883.84","2,499,960.76",% of secondary school-aged young people enrolled in secondary education,30.0,60.0,80.0,,,80.0,,,,,,,,,
Liberia,Refugees and Asylum seekers in Liberia,Population has optimal access to education,2015,"1,249,076.92","1,250,883.84","2,499,960.76",% of teachers who are female,20.0,45.0,50.0,,,50.0,,,,,,,,,
Liberia,Refugees and Asylum seekers in Liberia,,2015,,,,,,,,,,,Access to tertiary education provided or supported,"44,296.48","185,613.96","229,910.44",# of PoC enrolled in UNHCR supported tertiary education programmes,20.0,50.0,,
Liberia,Refugees and Asylum seekers in Liberia,,2015,,,,,,,,,,,Early childhood education provided or supported,"44,296.48","231,541.96","275,838.44",# of children aged 3-5 enrolled in early childhood education,"2,000.0","2,500.0",,
Liberia,Refugees and Asylum seekers in Liberia,,2015,,,,,,,,,,,Primary education provided or supported,"746,187.48","535,613.96","1,281,801.44",# of children enrolled in primary education,"7,000.0","8,651.0",,
Liberia,Refugees and Asylum seekers in Liberia,,2015,,,,,,,,,,,Secondary education provided or supported,"414,296.48","298,113.96","712,410.44",# of students enrolled in lower secondary education,"1,500.0","2,000.0",,
Liberia,Refugees and Asylum seekers in Liberia,,2015,,,,,,,,,,,Secondary education provided or supported,"414,296.48","298,113.96","712,410.44",# of students enrolled in upper secondary education,"1,000.0","1,500.0",,
Libya,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"188,235.30","320,588.24","508,823.54",% of primary school-aged children enrolled in primary education,70.0,70.0,100.0,,,100.0,,,,,,,,,
Libya,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"188,235.30","320,588.24","508,823.54",Extent persons of concern have access to national education systems,70.0,70.0,100.0,,,80.0,,,,,,,,,
Libya,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Advocacy conducted,"19,117.65","60,294.12","79,411.77",# of sensitization and community mobilization campaigns conducted to promote school enrollment,15.0,30.0,,
Libya,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Primary education provided or supported,"169,117.65","260,294.12","429,411.77",# of children enrolled in primary education,"1,000.0","2,000.0",,
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,Population has optimal access to education,2015,"379,893.87","304,209.96","684,103.83",% of children aged 3-5 yrs enrolled in early childhood education,30.0,40.0,50.0,,,80.0,,,,,,,,,
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,Population has optimal access to education,2015,"379,893.87","304,209.96","684,103.83",% of primary school-aged children enrolled in primary education,83.0,90.0,90.0,,,100.0,,,,,,,,,
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,Population has optimal access to education,2015,"379,893.87","304,209.96","684,103.83",% of teachers with professional teaching qualifications,40.0,60.0,60.0,,,70.0,,,,,,,,,
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,,2015,,,,,,,,,,,Early childhood education provided or supported,"13,732.75",0.00,"13,732.75",# of children aged 3-5 enrolled in early childhood education,300.0,300.0,,
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,,2015,,,,,,,,,,,Early childhood education provided or supported,"13,732.75",0.00,"13,732.75",% of children aged 3-5 enrolled in early childhood education who are not registered PoC,75.0,75.0,,
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,,2015,,,,,,,,,,,Primary education provided or supported,"208,074.75",0.00,"208,074.75",# of children enrolled in primary education,"4,035.0","4,035.0",,
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,,2015,,,,,,,,,,,Secondary education provided or supported,"158,086.37","304,209.96","462,296.33",# of students enrolled in lower secondary education,300.0,400.0,,
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,,2015,,,,,,,,,,,Secondary education provided or supported,"158,086.37","304,209.96","462,296.33",# of students enrolled in upper secondary education,200.0,300.0,,
Malawi,Refugees and asylum seekers in Dzaleka camp and urban areas,,2015,,,,,,,,,,,Secondary education provided or supported,"158,086.37","304,209.96","462,296.33",% of upper secondary school graduates (successful completion of final grade),75.0,90.0,,
Malaysia,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"954,696.67","2,343,112.33","3,297,809.00",% of children aged 3-5 yrs enrolled in early childhood education,6.5,10.0,15.0,,,80.0,,,,,,,,,
Malaysia,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"954,696.67","2,343,112.33","3,297,809.00",% of primary school-aged children enrolled in primary education,39.0,50.0,60.0,,,100.0,,,,,,,,,
Malaysia,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"954,696.67","2,343,112.33","3,297,809.00",% of secondary school-aged young people enrolled in secondary education,7.0,10.0,15.0,,,80.0,,,,,,,,,
Malaysia,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Early childhood education provided or supported,"17,267.44","159,900.28","177,167.72",# of children aged 3-5 enrolled in early childhood education,390.0,585.0,,
Malaysia,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Education monitoring system established,"461,507.27","1,004,739.00","1,466,246.27",# of months this calendar year during which an education monitoring system has been functioning,11.0,12.0,,
Malaysia,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Primary education provided or supported,"431,387.08","586,930.55","1,018,317.63",# of children enrolled in primary education,"5,225.0","6,270.0",,
Malaysia,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Primary education provided or supported,"431,387.08","586,930.55","1,018,317.63",# of PoC enrolled in accelerated learning programmes,145.0,200.0,,
Malaysia,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Secondary education provided or supported,"27,267.44","189,577.70","216,845.14",# of students enrolled in lower secondary education,300.0,350.0,,
Malaysia,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Secondary education provided or supported,"27,267.44","189,577.70","216,845.14",# of students enrolled in upper secondary education,60.0,100.0,,
Malaysia,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Use of technology in education service provision expanded,"17,267.44","401,964.80","419,232.24",% of primary schools providing students daily access to computers,30.0,50.0,,
Mali,Refugees and Asylum Seekers from Mauritania in Mali,Population has optimal access to education,2015,"46,500.00","366,000.00","412,500.00",% of primary school-aged children enrolled in primary education,10.0,20.0,40.0,,,100.0,,,,,,,,,
Mali,Refugees and Asylum Seekers from Mauritania in Mali,,2015,,,,,,,,,,,Advocacy conducted,"2,000.00","18,000.00","20,000.00",# of sensitization and community mobilization campaigns conducted to promote school enrollment,1.0,4.0,,
Mali,Refugees and Asylum Seekers from Mauritania in Mali,,2015,,,,,,,,,,,Education monitoring system established,"2,000.00","3,000.00","5,000.00",# of partners recording education achievement statistics,1.0,1.0,,
Mali,Refugees and Asylum Seekers from Mauritania in Mali,,2015,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","25,000.00","175,000.00","200,000.00",# of schools that have received support for maintenance,1.0,8.0,,
Mali,Refugees and Asylum Seekers from Mauritania in Mali,,2015,,,,,,,,,,,Primary education provided or supported,"17,500.00","150,000.00","167,500.00",# of children enrolled in primary education,600.0,"1,750.0",,
Mali,Refugees and Asylum Seekers from Mauritania in Mali,,2015,,,,,,,,,,,Sports/recreation programme provided or supported,0.00,"20,000.00","20,000.00",# of active youth clubs or committees,,40.0,,
Mali,Refugees and Asylum Seekers in Mali,Population has optimal access to education,2015,"34,200.00","23,800.00","58,000.00",% of primary school-aged children enrolled in primary education,60.0,68.0,80.0,,,100.0,,,,,,,,,
Mali,Refugees and Asylum Seekers in Mali,,2015,,,,,,,,,,,Access to tertiary education provided or supported,"3,000.00","3,000.00","6,000.00",# of PoC enrolled in UNHCR supported tertiary education programmes,50.0,60.0,,
Mali,Refugees and Asylum Seekers in Mali,,2015,,,,,,,,,,,Primary education provided or supported,"16,800.00","11,200.00","28,000.00",# of children enrolled in primary education,120.0,120.0,,
Mali,Refugees and Asylum Seekers in Mali,,2015,,,,,,,,,,,Secondary education provided or supported,"14,400.00","9,600.00","24,000.00",# of students enrolled in lower secondary education,100.0,100.0,,
Mauritania,Malian refugees in Mauritania,Population has optimal access to education,2015,"380,421.55","135,121.50","515,543.05",% of primary school-aged children enrolled in primary education,30.0,70.0,100.0,,,100.0,,,,,,,,,
Mauritania,Malian refugees in Mauritania,,2015,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","117,450.30","135,121.50","252,571.80",# of schools that have received support for maintenance,6.0,10.0,,
Mauritania,Malian refugees in Mauritania,,2015,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"41,784.62",0.00,"41,784.62",# of children per teacher,70.0,70.0,,
Mauritania,Malian refugees in Mauritania,,2015,,,,,,,,,,,Primary education provided or supported,"221,186.63",0.00,"221,186.63",# of children enrolled in primary education,"14,000.0","14,000.0",,
Mauritania,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"70,940.68",0.00,"70,940.68",% of primary school-aged children enrolled in primary education,100.0,100.0,100.0,,,100.0,,,,,,,,,
Mauritania,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"70,940.68",0.00,"70,940.68",% of secondary school-aged young people enrolled in secondary education,100.0,100.0,100.0,,,80.0,,,,,,,,,
Mauritania,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Primary education provided or supported,"46,944.34",0.00,"46,944.34",# of children enrolled in primary education,120.0,120.0,,
Mauritania,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Secondary education provided or supported,"23,996.34",0.00,"23,996.34",# of students enrolled in upper secondary education,65.0,65.0,,
Mexico,Refugees and asylum seekers in Mexico,Population has optimal access to education,2015,"6,342.53","44,641.24","50,983.77",% of primary school-aged children enrolled in primary education,60.0,60.0,65.0,,,100.0,,,,,,,,,
Mexico,Refugees and asylum seekers in Mexico,,2015,,,,,,,,,,,Sectoral cash grants or vouchers provided,"6,342.53","44,641.24","50,983.77",# of households receiving conditional cash grants or vouchers for education,20.0,35.0,,
Morocco,Refugees and asylum seekers,Population has optimal access to education,2015,"148,265.13","129,307.93","277,573.06",% of children aged 3-5 yrs enrolled in early childhood education,,,,,,80.0,,,,,,,,,
Morocco,Refugees and asylum seekers,,2015,,,,,,,,,,,Advocacy conducted,"5,108.53","10,344.95","15,453.48",# of families identified with school-aged children out of school,6.0,6.0,,
Morocco,Refugees and asylum seekers,,2015,,,,,,,,,,,Advocacy conducted,"5,108.53","10,344.95","15,453.48",Strategy to promote admission of PoC to national education system established (yes/no),100.0,100.0,,
Morocco,Refugees and asylum seekers,,2015,,,,,,,,,,,Primary education provided or supported,"48,837.23","22,099.98","70,937.21",# of children enrolled in primary education,55.0,55.0,,
Morocco,Refugees and asylum seekers,,2015,,,,,,,,,,,Secondary education provided or supported,"18,509.26","10,344.95","28,854.21",# of students enrolled in lower secondary education,35.0,45.0,,
Morocco,Refugees and asylum seekers,,2015,,,,,,,,,,,Sectoral cash grants or vouchers provided,"58,946.55","64,418.07","123,364.62",# of households receiving conditional cash grants or vouchers for education,50.0,60.0,,
Morocco,Refugees and asylum seekers,,2015,,,,,,,,,,,Sports/recreation programme provided or supported,"16,863.56","22,099.98","38,963.54",# of PoC participating in UNHCR supported school-based sports/recreation activities,50.0,100.0,,
Mozambique,Refugees and asylum seekers in camps,Population has optimal access to education,2015,"166,735.15","98,364.80","265,099.95",% of primary school-aged children enrolled in primary education,100.0,100.0,100.0,,,100.0,,,,,,,,,
Mozambique,Refugees and asylum seekers in camps,Population has optimal access to education,2015,"166,735.15","98,364.80","265,099.95",% of secondary school-aged young people enrolled in secondary education,57.0,65.0,80.0,,,80.0,,,,,,,,,
Mozambique,Refugees and asylum seekers in camps,,2015,,,,,,,,,,,Early childhood education provided or supported,"1,784.75","91,682.40","93,467.15",# of children aged 3-5 enrolled in early childhood education,180.0,200.0,,
Mozambique,Refugees and asylum seekers in camps,,2015,,,,,,,,,,,Education monitoring system established,"3,569.49",0.00,"3,569.49",# of education assessments/surveys undertaken,1.0,1.0,,
Mozambique,Refugees and asylum seekers in camps,,2015,,,,,,,,,,,Primary education provided or supported,"139,596.16",0.00,"139,596.16",# of children enrolled in primary education,"1,550.0","1,550.0",,
Mozambique,Refugees and asylum seekers in camps,,2015,,,,,,,,,,,Secondary education provided or supported,"21,784.75","6,682.40","28,467.15",# of students enrolled in lower secondary education,130.0,150.0,,
Mozambique,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"4,032.76","18,942.82","22,975.58",Extent persons of concern have access to national education systems,85.0,90.0,100.0,,,80.0,,,,,,,,,
Mozambique,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Primary education provided or supported,"2,016.38","9,471.41","11,487.79",# of children enrolled in primary education,280.0,320.0,,
Mozambique,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Secondary education provided or supported,"2,016.38","9,471.41","11,487.79",% of lower secondary school graduates (successful completion of final grade),75.0,100.0,,
